image_id,active_attributes,active_attribute_names
4835,"[2, 10, 25, 52, 55, 59, 76, 80, 102, 118, 133, 146, 150, 154, 168, 180, 184, 222, 229, 237, 243, 245, 249, 274, 289, 295]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_upperparts_color::blue"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::blue"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::brown"", ""has_under_tail_color::blue"", ""has_under_tail_color::white"", ""has_nape_color::brown"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::hummingbird-like"", ""has_back_pattern::solid"", ""has_tail_pattern::striped"", ""has_belly_pattern::solid"", ""has_primary_color::blue"", ""has_leg_color::orange"", ""has_bill_color::orange"", ""has_crown_color::brown""]"
4836,"[2, 10, 25, 44, 55, 59, 76, 80, 96, 110, 133, 146, 150, 157, 168, 187, 202, 219, 236, 237, 241, 245, 249, 250, 283, 298, 309]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_upperparts_color::blue"", ""has_underparts_color::rufous"", ""has_breast_pattern::solid"", ""has_back_color::blue"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::malar"", ""has_breast_color::rufous"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::rufous"", ""has_under_tail_color::blue"", ""has_nape_color::rufous"", ""has_belly_color::rufous"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::blue"", ""has_primary_color::brown"", ""has_bill_color::rufous"", ""has_crown_color::rufous"", ""has_wing_pattern::solid""]"
4837,"[2, 10, 25, 41, 52, 79, 80, 102, 146, 150, 154, 184, 199, 213, 222, 231, 249, 250, 265, 283, 295, 309]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_upperparts_color::blue"", ""has_underparts_color::brown"", ""has_underparts_color::white"", ""has_tail_shape::squared_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::plain"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::brown"", ""has_nape_color::brown"", ""has_belly_color::brown"", ""has_wing_shape::rounded-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::tree-clinging-like"", ""has_primary_color::blue"", ""has_primary_color::brown"", ""has_leg_color::brown"", ""has_bill_color::rufous"", ""has_crown_color::brown"", ""has_wing_pattern::solid""]"
4838,"[2, 10, 25, 59, 80, 101, 110, 118, 133, 146, 150, 168, 184, 199, 222, 229, 237, 241, 250, 283, 298, 306, 311]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_upperparts_color::blue"", ""has_back_color::blue"", ""has_upper_tail_color::blue"", ""has_head_pattern::eyering"", ""has_breast_color::rufous"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_under_tail_color::blue"", ""has_nape_color::brown"", ""has_belly_color::brown"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::hummingbird-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_primary_color::brown"", ""has_bill_color::rufous"", ""has_crown_color::rufous"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
4839,"[2, 10, 11, 21, 25, 59, 78, 80, 100, 133, 146, 150, 154, 168, 184, 222, 231, 237, 241, 249, 277, 280, 292, 295, 312]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_wing_color::brown"", ""has_wing_color::black"", ""has_upperparts_color::blue"", ""has_back_color::blue"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::eyebrow"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::brown"", ""has_under_tail_color::blue"", ""has_nape_color::brown"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::tree-clinging-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_primary_color::blue"", ""has_leg_color::red"", ""has_bill_color::brown"", ""has_bill_color::red"", ""has_crown_color::brown"", ""has_wing_pattern::multi-colored""]"
4840,"[2, 44, 55, 75, 102, 118, 133, 146, 151, 167, 169, 187, 195, 202, 210, 219, 231, 241, 245, 253, 276, 283, 298]","[""has_bill_shape::dagger"", ""has_underparts_color::rufous"", ""has_breast_pattern::solid"", ""has_tail_shape::rounded_tail"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::longer_than_head"", ""has_forehead_color::buff"", ""has_under_tail_color::brown"", ""has_nape_color::rufous"", ""has_nape_color::white"", ""has_belly_color::rufous"", ""has_belly_color::white"", ""has_size::small_(5_-_9_in)"", ""has_shape::tree-clinging-like"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::rufous"", ""has_leg_color::white"", ""has_bill_color::rufous"", ""has_crown_color::rufous""]"
4841,"[2, 10, 11, 41, 52, 57, 59, 60, 78, 80, 101, 107, 118, 133, 146, 150, 154, 168, 169, 184, 194, 199, 210, 213, 219, 236, 244, 247, 250, 265, 292, 295, 312]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_wing_color::brown"", ""has_underparts_color::brown"", ""has_underparts_color::white"", ""has_breast_pattern::striped"", ""has_back_color::blue"", ""has_back_color::brown"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::eyering"", ""has_breast_color::brown"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::brown"", ""has_under_tail_color::blue"", ""has_under_tail_color::brown"", ""has_nape_color::brown"", ""has_nape_color::black"", ""has_belly_color::brown"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::striped"", ""has_primary_color::brown"", ""has_leg_color::brown"", ""has_bill_color::red"", ""has_crown_color::brown"", ""has_wing_pattern::multi-colored""]"
4842,"[29, 44, 52, 55, 76, 84, 101, 118, 133, 146, 151, 157, 172, 187, 202, 210, 215, 219, 229, 241, 248, 249, 253, 261, 275, 283, 298]","[""has_upperparts_color::rufous"", ""has_underparts_color::rufous"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::rufous"", ""has_head_pattern::eyering"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::longer_than_head"", ""has_forehead_color::rufous"", ""has_under_tail_color::rufous"", ""has_nape_color::rufous"", ""has_belly_color::rufous"", ""has_belly_color::white"", ""has_wing_shape::broad-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::hummingbird-like"", ""has_tail_pattern::solid"", ""has_belly_pattern::multi-colored"", ""has_primary_color::blue"", ""has_primary_color::rufous"", ""has_primary_color::white"", ""has_leg_color::black"", ""has_bill_color::rufous"", ""has_crown_color::rufous""]"
4843,"[2, 10, 14, 25, 29, 44, 52, 55, 79, 99, 118, 133, 146, 151, 157, 172, 187, 202, 210, 222, 229, 241, 248, 253, 274, 283, 298, 312]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_wing_color::rufous"", ""has_upperparts_color::blue"", ""has_upperparts_color::rufous"", ""has_underparts_color::rufous"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_tail_shape::squared_tail"", ""has_head_pattern::unique_pattern"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::longer_than_head"", ""has_forehead_color::rufous"", ""has_under_tail_color::rufous"", ""has_nape_color::rufous"", ""has_belly_color::rufous"", ""has_belly_color::white"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::hummingbird-like"", ""has_tail_pattern::solid"", ""has_belly_pattern::multi-colored"", ""has_primary_color::rufous"", ""has_leg_color::orange"", ""has_bill_color::rufous"", ""has_crown_color::rufous"", ""has_wing_pattern::multi-colored""]"
4844,"[2, 10, 14, 25, 44, 52, 55, 59, 78, 80, 102, 110, 133, 146, 150, 157, 168, 187, 202, 210, 221, 229, 237, 241, 248, 249, 253, 277, 292, 298, 312]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_wing_color::rufous"", ""has_upperparts_color::blue"", ""has_underparts_color::rufous"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::blue"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::plain"", ""has_breast_color::rufous"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::rufous"", ""has_under_tail_color::blue"", ""has_nape_color::rufous"", ""has_belly_color::rufous"", ""has_belly_color::white"", ""has_size::medium_(9_-_16_in)"", ""has_shape::hummingbird-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::multi-colored"", ""has_primary_color::blue"", ""has_primary_color::rufous"", ""has_leg_color::red"", ""has_bill_color::red"", ""has_crown_color::rufous"", ""has_wing_pattern::multi-colored""]"
4845,"[7, 10, 25, 41, 57, 59, 78, 80, 101, 107, 133, 146, 150, 154, 168, 184, 199, 216, 219, 233, 240, 241, 247, 249, 278, 281, 295, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::blue"", ""has_upperparts_color::blue"", ""has_underparts_color::brown"", ""has_breast_pattern::striped"", ""has_back_color::blue"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::eyering"", ""has_breast_color::brown"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::brown"", ""has_under_tail_color::blue"", ""has_nape_color::brown"", ""has_belly_color::brown"", ""has_wing_shape::tapered-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::sandpiper-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::solid"", ""has_belly_pattern::striped"", ""has_primary_color::blue"", ""has_leg_color::buff"", ""has_bill_color::iridescent"", ""has_crown_color::brown"", ""has_wing_pattern::multi-colored""]"
4846,"[2, 10, 25, 41, 58, 74, 80, 102, 107, 133, 146, 150, 154, 168, 199, 214, 219, 236, 241, 248, 250, 268, 280, 295, 309]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_upperparts_color::blue"", ""has_underparts_color::brown"", ""has_breast_pattern::multi-colored"", ""has_tail_shape::forked_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::plain"", ""has_breast_color::brown"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::brown"", ""has_under_tail_color::blue"", ""has_belly_color::brown"", ""has_wing_shape::pointed-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_tail_pattern::solid"", ""has_belly_pattern::multi-colored"", ""has_primary_color::brown"", ""has_leg_color::rufous"", ""has_bill_color::brown"", ""has_crown_color::brown"", ""has_wing_pattern::solid""]"
4847,"[7, 10, 25, 40, 55, 60, 70, 78, 80, 103, 118, 133, 146, 150, 154, 168, 184, 198, 199, 216, 219, 230, 240, 244, 247, 249, 275, 291, 295, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::blue"", ""has_upperparts_color::blue"", ""has_underparts_color::blue"", ""has_breast_pattern::solid"", ""has_back_color::brown"", ""has_back_color::black"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::eyeline"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::brown"", ""has_under_tail_color::blue"", ""has_nape_color::brown"", ""has_belly_color::blue"", ""has_belly_color::brown"", ""has_wing_shape::tapered-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::pigeon-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::striped"", ""has_primary_color::blue"", ""has_leg_color::black"", ""has_bill_color::white"", ""has_crown_color::brown"", ""has_wing_pattern::solid""]"
4848,"[2, 10, 11, 21, 25, 26, 36, 41, 45, 58, 59, 77, 80, 102, 107, 111, 126, 146, 150, 154, 168, 179, 184, 199, 203, 214, 222, 236, 237, 244, 248, 249, 250, 268, 290, 295, 312]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_wing_color::brown"", ""has_wing_color::black"", ""has_upperparts_color::blue"", ""has_upperparts_color::brown"", ""has_upperparts_color::black"", ""has_underparts_color::brown"", ""has_underparts_color::grey"", ""has_breast_pattern::multi-colored"", ""has_back_color::blue"", ""has_tail_shape::fan-shaped_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::plain"", ""has_breast_color::brown"", ""has_breast_color::grey"", ""has_throat_color::grey"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::brown"", ""has_under_tail_color::blue"", ""has_under_tail_color::black"", ""has_nape_color::brown"", ""has_belly_color::brown"", ""has_belly_color::grey"", ""has_wing_shape::pointed-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::solid"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::blue"", ""has_primary_color::brown"", ""has_leg_color::rufous"", ""has_bill_color::black"", ""has_crown_color::brown"", ""has_wing_pattern::multi-colored""]"
4849,"[2, 10, 21, 25, 26, 36, 41, 52, 55, 59, 70, 78, 80, 102, 118, 133, 146, 151, 154, 168, 184, 199, 210, 214, 219, 236, 240, 243, 248, 249, 250, 274, 283, 295, 312]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_wing_color::black"", ""has_upperparts_color::blue"", ""has_upperparts_color::brown"", ""has_upperparts_color::black"", ""has_underparts_color::brown"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::blue"", ""has_back_color::black"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::longer_than_head"", ""has_forehead_color::brown"", ""has_under_tail_color::blue"", ""has_nape_color::brown"", ""has_belly_color::brown"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::striped"", ""has_belly_pattern::multi-colored"", ""has_primary_color::blue"", ""has_primary_color::brown"", ""has_leg_color::orange"", ""has_bill_color::rufous"", ""has_crown_color::brown"", ""has_wing_pattern::multi-colored""]"
4850,"[2, 10, 21, 25, 26, 36, 41, 52, 55, 60, 70, 78, 80, 102, 118, 133, 146, 151, 154, 168, 184, 199, 210, 214, 219, 236, 240, 241, 248, 249, 250, 260, 261, 269, 277, 280, 295, 312]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_wing_color::black"", ""has_upperparts_color::blue"", ""has_upperparts_color::brown"", ""has_upperparts_color::black"", ""has_underparts_color::brown"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::brown"", ""has_back_color::black"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::longer_than_head"", ""has_forehead_color::brown"", ""has_under_tail_color::blue"", ""has_nape_color::brown"", ""has_belly_color::brown"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::solid"", ""has_belly_pattern::multi-colored"", ""has_primary_color::blue"", ""has_primary_color::brown"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::grey"", ""has_leg_color::red"", ""has_bill_color::brown"", ""has_crown_color::brown"", ""has_wing_pattern::multi-colored""]"
4851,"[2, 14, 25, 44, 55, 59, 78, 80, 101, 110, 125, 146, 150, 157, 168, 187, 202, 222, 229, 237, 241, 245, 249, 253, 292, 298, 309]","[""has_bill_shape::dagger"", ""has_wing_color::rufous"", ""has_upperparts_color::blue"", ""has_underparts_color::rufous"", ""has_breast_pattern::solid"", ""has_back_color::blue"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::eyering"", ""has_breast_color::rufous"", ""has_throat_color::rufous"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::rufous"", ""has_under_tail_color::blue"", ""has_nape_color::rufous"", ""has_belly_color::rufous"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::hummingbird-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::blue"", ""has_primary_color::rufous"", ""has_bill_color::red"", ""has_crown_color::rufous"", ""has_wing_pattern::solid""]"
4852,"[2, 10, 25, 33, 41, 55, 59, 78, 80, 100, 107, 133, 146, 150, 154, 168, 197, 199, 221, 233, 240, 241, 248, 250, 277, 280, 298, 312]","[""has_bill_shape::dagger"", ""has_wing_color::blue"", ""has_upperparts_color::blue"", ""has_upperparts_color::green"", ""has_underparts_color::brown"", ""has_breast_pattern::solid"", ""has_back_color::blue"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::blue"", ""has_head_pattern::eyebrow"", ""has_breast_color::brown"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::brown"", ""has_under_tail_color::blue"", ""has_nape_color::buff"", ""has_belly_color::brown"", ""has_size::medium_(9_-_16_in)"", ""has_shape::sandpiper-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::solid"", ""has_belly_pattern::multi-colored"", ""has_primary_color::brown"", ""has_leg_color::red"", ""has_bill_color::brown"", ""has_crown_color::rufous"", ""has_wing_pattern::multi-colored""]"
4853,"[5, 15, 22, 30, 37, 52, 55, 71, 77, 102, 118, 133, 146, 150, 165, 180, 195, 210, 215, 221, 228, 237, 241, 245, 254, 261, 274, 285, 306, 312]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::grey"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::white"", ""has_tail_shape::fan-shaped_tail"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::white"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::broad-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::orange"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
4854,"[8, 15, 30, 52, 55, 64, 76, 85, 102, 118, 133, 146, 152, 165, 173, 180, 197, 199, 203, 210, 214, 221, 230, 237, 243, 245, 254, 261, 265, 285, 306, 311]","[""has_bill_shape::cone"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::grey"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_under_tail_color::white"", ""has_nape_color::buff"", ""has_belly_color::brown"", ""has_belly_color::grey"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::pigeon-like"", ""has_back_pattern::solid"", ""has_tail_pattern::striped"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::brown"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
4855,"[7, 15, 30, 52, 55, 64, 78, 85, 92, 96, 118, 133, 146, 152, 165, 179, 180, 195, 210, 219, 230, 240, 244, 245, 261, 277, 285, 306, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::white"", ""has_head_pattern::malar"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_size::small_(5_-_9_in)"", ""has_shape::pigeon-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::white"", ""has_leg_color::red"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
4856,"[7, 52, 55, 77, 102, 118, 133, 146, 150, 165, 195, 210, 219, 230, 245, 254, 261, 268, 306]","[""has_bill_shape::all-purpose"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_tail_shape::fan-shaped_tail"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_size::small_(5_-_9_in)"", ""has_shape::pigeon-like"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::rufous"", ""has_crown_color::white""]"
4857,"[7, 15, 37, 52, 55, 71, 75, 92, 102, 118, 133, 146, 150, 165, 180, 195, 210, 216, 221, 228, 237, 241, 245, 261, 274, 291, 306, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::white"", ""has_tail_shape::rounded_tail"", ""has_upper_tail_color::white"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::white"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::tapered-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::white"", ""has_leg_color::orange"", ""has_bill_color::white"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
4858,"[7, 15, 30, 52, 55, 64, 74, 92, 103, 118, 133, 146, 152, 165, 173, 195, 210, 214, 221, 228, 237, 241, 245, 254, 261, 277, 285, 306, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_tail_shape::forked_tail"", ""has_upper_tail_color::white"", ""has_head_pattern::eyeline"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::red"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
4859,"[7, 15, 30, 52, 55, 64, 78, 85, 92, 102, 118, 133, 146, 152, 165, 173, 179, 195, 210, 216, 222, 236, 239, 243, 245, 254, 261, 277, 291, 293, 306, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::white"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_under_tail_color::black"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::tapered-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::perching-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::red"", ""has_bill_color::white"", ""has_bill_color::buff"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
4860,"[8, 15, 30, 52, 55, 64, 78, 85, 92, 102, 118, 133, 146, 152, 165, 173, 180, 195, 210, 213, 222, 234, 237, 241, 245, 254, 261, 277, 285, 306, 309]","[""has_bill_shape::cone"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::white"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::upland-ground-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::red"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
4861,"[7, 15, 30, 52, 55, 64, 79, 85, 92, 102, 118, 133, 146, 150, 165, 180, 195, 210, 216, 219, 228, 237, 241, 245, 254, 261, 277, 293, 306, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_tail_shape::squared_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::white"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::white"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::tapered-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::gull-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::red"", ""has_bill_color::buff"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
